id	pop	DAF0f	DAF4f	p0	pi	di	d0	chr	mi	m0	recomb
FBgn0027376	RAL	26;2;0;1;6;1;0;0;0;0;0;0;1;2;1;0;1;0;0;3	14;3;1;2;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;2	27.0	44.0	91.0	55.0	3R	2572	534	1.196955534
FBgn0027378	RAL	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0	5.0	7.0	11.0	19.0	3R	834	210	2.720353485
FBgn0027453	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;2;2;0;2;0;0;0;1;1;2;1;0;0;0;1;1;0;1;0	18.0	3.0	0.0	4.0	2L	526	141	2.697326593
FBgn0027490	RAL	19;1;2;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1	7;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	14.0	26.0	36.0	30.0	2L	1840	440	2.345501386
FBgn0027491	RAL	7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;2;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0	10.0	8.0	1.0	8.0	2L	915	186	3.635527148
FBgn0027492	RAL	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	8.0	6.0	0.0	9.0	3R	993	231	2.5027252069999997
FBgn0027493	RAL	0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	5;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1	10.0	1.0	1.0	8.0	3R	848	234	1.305769673
FBgn0027494	RAL	4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1	8.0	6.0	11.0	10.0	3R	314	88	1.5233979519999998
FBgn0027495	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	0.0	20.0	19.0	2R	1088	232	2.603140409
FBgn0027496	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;5;1;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0	16.0	5.0	2.0	18.0	2L	575	146	3.987352355
FBgn0027497	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	3.0	3.0	7.0	3R	1217	319	0.0
FBgn0027498	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	4.0	2.0	6.0	17.0	X	791	195	3.707123096
FBgn0027499	RAL	27;5;2;1;0;2;1;1;3;0;1;0;0;0;0;0;0;0;0;2	18;2;1;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0	26.0	45.0	201.0	64.0	2R	2769	641	3.253925512
FBgn0027500	RAL	11;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0	7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9.0	15.0	17.0	45.0	3L	2175	585	2.146001491
FBgn0027503	RAL	23;5;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0	16;5;0;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0	28.0	35.0	40.0	68.0	3R	3180	914	2.176282788
FBgn0027504	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	4.0	30.0	32.0	2R	1899	461	2.603140409
FBgn0027505	RAL	22;1;2;0;1;0;2;1;2;1;2;0;1;1;0;0;0;0;0;1	14;2;1;2;0;1;1;1;0;1;0;2;0;1;0;1;2;0;0;5	34.0	37.0	26.0	42.0	2L	2558	587	2.931876732
FBgn0027506	RAL	8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8.0	11.0	26.0	24.0	2R	1471	328	2.820068777
FBgn0027507	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2R	1322	281	1.193106021
FBgn0027508	RAL	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	19;8;2;2;3;2;4;2;5;4;0;3;0;0;2;0;1;0;1;1	59.0	9.0	3.0	51.0	3R	2883	760	2.829167625
FBgn0027509	RAL	15;4;0;1;1;0;0;0;0;0;0;0;1;0;0;0;2;2;0;2	21;4;2;2;1;1;0;0;0;0;0;0;0;1;0;1;3;4;3;1	44.0	28.0	22.0	38.0	2L	2253	545	1.64185097
FBgn0027512	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	3.0	2.0	3R	2718	657	2.937981764
FBgn0027513	RAL	9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	9.0	17.0	26.0	2R	817	207	0.542320919
FBgn0027514	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	6.0	5.0	11.0	26.0	3R	1043	225	0.0
FBgn0027515	RAL	9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	11;4;0;0;1;1;0;0;0;0;3;1;3;0;0;0;0;0;1;0	25.0	10.0	7.0	8.0	2L	1016	241	1.524575901
FBgn0027518	RAL	6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	5;2;3;3;0;0;0;0;1;0;2;1;1;0;0;2;0;0;0;1	21.0	8.0	1.0	20.0	3R	1523	344	1.632212091
FBgn0027521	RAL	7;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0	7;0;1;0;2;0;2;1;0;0;0;1;1;1;0;0;0;0;0;2	18.0	11.0	31.0	20.0	X	1241	315	4.068793642
FBgn0027524	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	4.0	0.0	8.0	15.0	3R	650	158	1.4145838119999998
FBgn0027525	RAL	8;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	7;2;2;1;1;1;0;0;2;1;1;0;0;1;1;0;1;0;0;1	22.0	10.0	8.0	17.0	2R	949	197	4.338567349
FBgn0027526	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0	6.0	2.0	1.0	6.0	3R	611	143	2.937981764
FBgn0027527	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	2.0	3.0	16.0	3R	590	194	0.0
FBgn0027528	RAL	7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	5;3;0;2;1;0;2;1;1;2;3;0;0;1;0;1;0;0;1;1	24.0	9.0	14.0	24.0	X	1659	401	5.063387644
FBgn0027529	RAL	18;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;2	9;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0	16.0	26.0	119.0	55.0	2R	2346	562	5.3147450019999996
FBgn0027532	RAL	4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	2.0	5.0	51.0	38.0	3L	1852	429	0.0
FBgn0027535	RAL	10;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0	10;2;0;2;3;0;0;0;0;0;0;1;1;1;0;0;1;2;2;5	30.0	14.0	4.0	22.0	2R	1840	473	5.640137553
FBgn0027537	RAL	5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	5.0	7.0	184.0	75.0	X	1566	382	3.34545255
FBgn0027538	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0	5.0	5.0	6.0	9.0	2R	768	184	4.230103165
FBgn0027539	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;2	15.0	3.0	2.0	20.0	3R	976	268	3.0467959039999997
FBgn0027544	RAL	12;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0	6;5;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1	17.0	17.0	14.0	17.0	3R	710	170	1.305769673
FBgn0027546	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	707	164	2.260440912
FBgn0027547	RAL	1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	2.0	10.0	9.0	3L	411	91	3.945873709
FBgn0027548	RAL	4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	5.0	2.0	28.0	2R	1505	429	0.542320919
FBgn0027549	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0	8.0	3.0	4.0	34.0	3L	1334	334	1.8690980730000002
FBgn0027550	RAL	16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	12;5;3;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;2;2	29.0	20.0	12.0	26.0	2L	1313	345	3.4009770089999996
FBgn0027552	RAL	3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1	5;2;0;1;1;1;0;0;1;2;0;1;0;0;0;1;0;0;3;1	19.0	5.0	3.0	6.0	3L	614	125	3.599744437
FBgn0027554	RAL	14;4;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1	8;0;4;0;0;0;1;0;2;1;0;2;0;0;0;0;1;0;1;1	21.0	25.0	20.0	30.0	3L	1264	356	2.699808328
FBgn0027556	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0	6.0	2.0	1.0	11.0	X	1039	276	3.435870187
FBgn0027558	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	5.0	2.0	8.0	32.0	2R	1277	309	1.8438911230000001
FBgn0027559	RAL	10;1;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0	9;1;0;0;0;0;1;2;3;0;0;1;4;0;2;0;1;0;0;2	26.0	15.0	25.0	14.0	2L	848	203	3.7528022169999997
FBgn0027560	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;8;3;1;1;1;0;1;2;1;2;1;1;0;1;0;0;0;3;0	32.0	4.0	12.0	30.0	2L	1545	404	5.746478395
FBgn0027561	RAL	5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	7.0	7.0	4.0	12.0	2R	1743	475	0.86771347
FBgn0027562	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0	6.0	5.0	6.0	21.0	3R	1063	257	0.652884836
FBgn0027563	RAL	10;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0	9;0;2;1;2;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1	19.0	16.0	19.0	24.0	3R	845	234	1.958654509
FBgn0027564	RAL	8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;0;1;1;1;2;1;0;3;0;0;0;0;0;0;1;0	15.0	8.0	1.0	21.0	X	1044	277	3.255034914
FBgn0027565	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	861	179	1.384517091
FBgn0027567	RAL	7;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0;0;0	7;1;0;0;0;0;1;0;1;0;2;0;0;0;1;1;0;0;0;2	16.0	12.0	26.0	20.0	3L	1765	384	1.107613673
FBgn0027568	RAL	7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	16;3;4;0;0;1;1;0;0;1;0;1;0;0;2;0;2;0;1;2	34.0	8.0	3.0	42.0	2L	2343	600	3.635527148
FBgn0027569	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12;1;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;1;1	21.0	3.0	4.0	21.0	3L	1152	269	1.938323927
FBgn0027570	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3R	1506	339	0.0
FBgn0027571	RAL	21;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	50;12;3;4;0;3;4;0;0;0;0;2;2;4;2;1;0;4;4;5	100.0	22.0	8.0	69.0	2L	4831	1313	1.055475623
FBgn0027572	RAL	5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0	5;4;3;2;0;0;0;0;0;3;0;1;0;0;0;0;1;0;1;0	20.0	7.0	4.0	24.0	2R	1287	321	2.386212042
FBgn0027574	RAL	15;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0	7;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0	14.0	20.0	15.0	24.0	3R	1112	257	2.829167625
FBgn0027575	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	26;0;0;2;1;0;0;0;0;0;0;0;0;1;3;2;0;0;2;2	39.0	4.0	6.0	34.0	3R	2383	545	2.829167625
FBgn0027578	RAL	10;4;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0	9;2;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;2;2;0	21.0	16.0	18.0	19.0	3R	1369	285	2.176282788
FBgn0027579	RAL	14;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0	9;4;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;2	21.0	18.0	10.0	22.0	3R	1605	404	4.896636274
FBgn0027580	RAL	6;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;4;2;0;0;1;0;1;0;4;1;2;0;0;0;1;0;0;0;0	21.0	9.0	128.0	100.0	2R	2268	630	1.084641837
FBgn0027581	RAL	2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;2	13.0	3.0	5.0	15.0	2R	1411	336	2.277747858
FBgn0027582	RAL	19;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	15;3;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1	23.0	23.0	20.0	60.0	2L	2336	612	2.110951247
FBgn0027583	RAL	9;2;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0	10;1;0;3;2;2;0;2;1;0;2;0;2;0;0;0;0;0;0;2	27.0	15.0	2.0	8.0	3R	623	170	1.632212091
FBgn0027584	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3R	1054	244	3.80849488
FBgn0027585	RAL	26;4;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0	12;1;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0	17.0	33.0	15.0	57.0	2R	2373	628	0.32539255100000003
FBgn0027586	RAL	7;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0	4;1;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1	10.0	10.0	2.0	3.0	2L	503	120	0.938200554
FBgn0027587	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	1728	386	0.20767756399999998
FBgn0027588	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	1792	427	0.18083527300000002
FBgn0027589	RAL	11;4;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0	7;3;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0	17.0	21.0	15.0	31.0	2R	1751	507	3.904710614
FBgn0027590	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	0.0	1.0	9.0	2R	416	109	1.8438911230000001
FBgn0027592	RAL	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0	4;0;0;1;0;0;2;1;0;0;0;0;1;0;0;0;1;0;0;0	10.0	9.0	4.0	30.0	2L	1505	365	0.234550139
FBgn0027594	RAL	9;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0	9;0;0;5;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0	20.0	12.0	35.0	31.0	3L	2041	420	1.384517091
FBgn0027596	RAL	14;2;1;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;1	8;3;9;0;5;4;4;0;0;2;2;1;2;2;0;0;1;0;0;0	43.0	25.0	10.0	49.0	2R	2561	707	1.4100343880000001
FBgn0027597	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	736	203	2.2282263159999998
FBgn0027598	RAL	20;0;1;1;1;0;0;2;1;0;0;0;2;0;0;0;0;0;0;1	11;2;1;3;3;4;0;0;1;0;1;2;0;2;0;1;0;0;1;2	34.0	29.0	12.0	21.0	3R	1834	532	0.652884836
FBgn0027599	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	3.0	1.0	255.0	47.0	2R	1047	189	0.21692836699999998
FBgn0027600	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;2;2;0;0;0;1;1;2;0;2;0;0;0;0;0;1;0;0;0	15.0	4.0	0.0	7.0	2L	655	148	8.09197978
FBgn0027601	RAL	3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8.0	4.0	5.0	20.0	X	1142	317	2.079605639
FBgn0027602	RAL	11;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;4	15;1;1;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;2;2	25.0	21.0	128.0	62.0	X	1842	494	1.3562645469999999
FBgn0027603	RAL	6;2;1;0;0;2;1;0;0;1;0;0;2;0;0;0;0;0;0;5	5;0;1;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1	13.0	20.0	318.0	86.0	X	2926	635	0.994594001
FBgn0027605	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0	4.0	2.0	0.0	21.0	X	846	207	2.712529095
FBgn0027607	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	7.0	5.0	6.0	30.0	2R	1319	327	1.301570205
FBgn0027608	RAL	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	6.0	4.0	0.0	12.0	3R	701	186	0.0
FBgn0027609	RAL	6;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	8;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;1;0	15.0	9.0	3.0	15.0	2L	953	216	4.104627425
FBgn0027610	RAL	1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	4;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1	9.0	2.0	3.0	13.0	3R	536	157	0.326442418
FBgn0027611	RAL	17;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1	15;5;3;5;1;4;1;2;0;0;0;0;3;0;1;1;0;1;3;0	45.0	22.0	15.0	32.0	2L	2103	461	3.28370194
FBgn0027615	RAL	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	12;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0	20.0	10.0	6.0	19.0	3L	881	219	3.530518582
FBgn0027616	RAL	10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1	18.0	10.0	12.0	24.0	3L	1394	404	1.246065382
FBgn0027617	RAL	13;2;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;1	7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	9.0	20.0	38.0	26.0	3R	1250	266	3.0467959039999997
FBgn0027619	RAL	3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1	2.0	4.0	4.0	9.0	2R	461	93	0.759249286
FBgn0027620	RAL	9;2;1;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0	4;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0	10.0	16.0	31.0	57.0	3R	2826	587	0.0
FBgn0027621	RAL	4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0	6;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1	11.0	6.0	10.0	21.0	X	1362	380	2.079605639
FBgn0027654	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0	6.0	0.0	1.0	5.0	3R	388	84	0.652884836
FBgn0027655	RAL	92;12;4;6;4;1;1;0;2;2;0;2;2;1;2;0;4;0;0;1	43;7;2;4;2;1;5;1;0;0;1;1;0;5;2;1;1;1;1;3	81.0	136.0	63.0	64.0	3R	6739	1720	3.1556100430000003
FBgn0027657	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	2.0	12.0	7.0	3R	297	68	1.741026231
FBgn0027660	RAL	13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;2;0;2;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;2	21.0	14.0	9.0	50.0	3L	1867	523	1.8690980730000002
FBgn0027779	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0	10.0	3.0	1.0	10.0	2L	1028	232	4.221902494
FBgn0027780	RAL	23;1;2;3;4;3;1;0;1;1;0;0;1;0;0;1;0;0;0;2	12;7;5;3;2;4;1;0;1;4;1;0;2;1;0;2;3;4;1;1	54.0	43.0	32.0	19.0	2L	1964	451	2.345501386
FBgn0027783	RAL	8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;1;0;0;1;1;1;0;1;0;0;0;0;1;1;1;0;1;1;3	22.0	10.0	22.0	39.0	2R	2268	462	1.4100343880000001
FBgn0027784	RAL	1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0	5.0	2.0	2.0	8.0	3R	654	139	3.80849488
FBgn0027785	RAL	1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	2.0	2.0	6.0	8.0	3R	286	80	3.80849488
FBgn0027786	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	609	159	0.0
FBgn0027788	RAL	7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	5;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12.0	8.0	7.0	17.0	2R	818	204	0.542320919
FBgn0027790	RAL	7;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0	4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0	6.0	12.0	4.0	7.0	3L	573	155	3.1843893089999997
FBgn0027791	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	907	265	0.0
FBgn0027793	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	481	145	0.0
FBgn0027794	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	1945	581	0.0
FBgn0027795	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	877	223	0.0
