id	pop	DAF0f	DAF4f	p0	pi	di	d0	chr	name	mi	m0	recomb
FBgn0004403	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	6.0	7.0	X	RpS14a	289	90	1.9891880030000002
FBgn0004403	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	6.0	0.0	13.0	16.0	X	RpS14a	289	90	1.9891880030000002
FBgn0004404	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	1.0	13.0	X	RpS14b	289	90	1.9891880030000002
FBgn0004404	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4	9.0	1.0	1.0	9.0	X	RpS14b	289	90	1.9891880030000002
FBgn0004406	RAL	20;2;4;0;1;0;1;1;0;0;0;1;2;0;0;0;1;0;0;2	14;4;4;8;0;5;1;2;1;2;2;2;1;0;0;0;1;2;2;5	56.0	35.0	16.0	63.0	2L	tam	2659	623	2.2282263159999998
FBgn0004406	ZI	62;7;3;0;0;1;1;2;1;1;0;0;1;0;1;0;0;0;3;1	42;12;7;5;5;3;0;1;2;2;2;2;1;2;1;2;3;3;1;8	104.0	84.0	13.0	53.0	2L	tam	2659	623	2.2282263159999998
FBgn0004407	RAL	8;2;2;0;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0	5;0;2;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0	12.0	17.0	17.0	19.0	2L	DNApol-gamma35	836	200	2.2282263159999998
FBgn0004407	ZI	32;2;2;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0	14;1;1;1;0;1;0;1;0;2;0;0;1;0;0;0;0;1;0;0	23.0	41.0	16.0	15.0	2L	DNApol-gamma35	836	200	2.2282263159999998
FBgn0004414	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	2.0	5.0	3L	msopa	167	59	0.0
FBgn0004414	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	2.0	3.0	6.0	3L	msopa	167	59	0.0
FBgn0004419	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0	8.0	1.0	1.0	4.0	2L	me31B	880	196	6.56740388
FBgn0004419	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0	14.0	0.0	1.0	4.0	2L	me31B	880	196	6.56740388
FBgn0004425	RAL	3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1	4.0	4.0	6.0	9.0	3L	LysB	276	68	1.661420509
FBgn0004425	ZI	2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	8;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3	14.0	4.0	6.0	7.0	3L	LysB	276	68	1.661420509
FBgn0004426	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	2.0	3.0	5.0	4.0	3L	LysC	258	73	1.661420509
FBgn0004426	ZI	12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4	7.0	14.0	24.0	6.0	3L	LysC	258	73	1.661420509
FBgn0004427	RAL	2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	6.0	4.0	2.0	6.0	3L	LysD	353	0	1.661420509
FBgn0004427	ZI	1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	10;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1	15.0	4.0	2.0	6.0	3L	LysD	353	0	1.661420509
FBgn0004428	RAL	1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	5.0	3.0	0.0	5.0	3L	LysE	277	68	1.661420509
FBgn0004428	ZI	5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;1;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0	18.0	6.0	1.0	5.0	3L	LysE	277	68	1.661420509
FBgn0004429	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	0;0;1;2;0;1;0;0;0;0;0;0;0;1;0;0;4;0;0;0	9.0	4.0	3.0	5.0	3L	LysP	337	75	1.661420509
FBgn0004429	ZI	8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	7;2;0;0;3;0;0;1;3;0;0;0;0;0;0;0;0;0;1;0	17.0	9.0	3.0	4.0	3L	LysP	337	75	1.661420509
FBgn0004430	RAL	1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1	4.0	3.0	2.0	5.0	3L	LysS	275	65	1.661420509
FBgn0004430	ZI	3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12.0	5.0	2.0	4.0	3L	LysS	275	65	1.661420509
FBgn0004431	RAL	6;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0	1;0;2;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0	8.0	11.0	6.0	6.0	3L	LysX	345	0	2.2844532
FBgn0004431	ZI	13;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0	7;2;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0	15.0	18.0	6.0	6.0	3L	LysX	345	0	2.2844532
FBgn0004432	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	1.0	25.0	13.0	X	Cyp1	549	113	2.712529095
FBgn0004432	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6.0	2.0	25.0	14.0	X	Cyp1	549	113	2.712529095
FBgn0004435	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	13.0	0.0	0.0	1.0	2R	Galphaq	769	145	6.833243574
FBgn0004435	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	13.0	1.0	0.0	1.0	2R	Galphaq	769	145	6.833243574
FBgn0004436	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3R	UbcD6	365	71	0.108814139
FBgn0004436	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	0.0	5.0	3R	UbcD6	365	71	0.108814139
FBgn0004449	RAL	21;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0	15;2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1;0	22.0	26.0	227.0	172.0	3L	Ten-m	9185	572	0.0
FBgn0004449	ZI	21;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	21;5;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	35.0	25.0	239.0	182.0	3L	Ten-m	9185	572	0.0
FBgn0004456	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	1.0	2.0	0.0	X	mew	3543	0	3.164617277
FBgn0004456	ZI	20;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4	52;12;11;0;3;6;4;2;1;2;0;1;3;2;1;0;1;0;5;1	107.0	27.0	20.0	35.0	X	mew	3543	0	3.164617277
FBgn0004462	RAL	9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1	6.0	11.0	3.0	12.0	X	Pk17E	915	200	2.531693822
FBgn0004462	ZI	18;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;2	16;3;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0	24.0	24.0	1.0	9.0	X	Pk17E	915	200	2.531693822
FBgn0004463	RAL	2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;0;4;12;0;1;3;2;7;4;3;4;0;0;0;1;0;1;0;4	53.0	3.0	5.0	44.0	2R	RpIII128	2213	510	8.243277962999999
FBgn0004463	ZI	11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	39;14;7;3;1;6;1;4;4;3;2;1;1;1;1;2;4;2;1;5	102.0	12.0	4.0	37.0	2R	RpIII128	2213	510	8.243277962999999
FBgn0004465	RAL	6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	7.0	10.0	24.0	3L	Su(P)	993	0	0.8999361090000001
FBgn0004465	ZI	7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	9.0	11.0	24.0	3L	Su(P)	993	0	0.8999361090000001
FBgn0004507	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12;4;2;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0	23.0	4.0	0.0	11.0	2L	GlyP	1621	369	1.64185097
FBgn0004507	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	41;5;2;1;3;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0	56.0	0.0	0.0	11.0	2L	GlyP	1621	369	1.64185097
FBgn0004509	RAL	15;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1	23;2;3;0;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0	34.0	21.0	23.0	40.0	3R	Fur1	4080	272	1.196955534
FBgn0004509	ZI	42;7;2;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0	72;6;4;3;0;2;2;2;0;1;0;0;0;0;0;0;0;0;0;2	94.0	56.0	22.0	36.0	3R	Fur1	4080	272	1.196955534
FBgn0004510	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;3;0;1;1;2;0;0;0;2;0;1;0;1;0;0;0;0;0;0	20.0	3.0	17.0	20.0	3R	Ets97D	1306	100	3.3732383219999997
FBgn0004510	ZI	7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	22;3;1;1;2;0;0;1;1;2;0;0;0;1;0;0;1;0;1;0	36.0	8.0	17.0	16.0	3R	Ets97D	1306	100	3.3732383219999997
FBgn0004511	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	dy	1696	352	0.452088182
FBgn0004511	ZI	19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	34;8;2;0;0;1;0;2;2;0;0;0;0;0;0;1;0;3;1;1	55.0	20.0	7.0	25.0	X	dy	1696	352	0.452088182
FBgn0004512	RAL	14;2;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0	18;4;3;1;3;2;1;3;3;5;1;0;1;1;1;3;4;0;1;2	57.0	20.0	14.0	38.0	2R	Mdr49	3316	463	5.748601737
FBgn0004512	ZI	37;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0	67;18;5;2;3;3;3;1;3;1;2;2;2;3;3;1;0;2;2;3	126.0	42.0	14.0	32.0	2R	Mdr49	3316	463	5.748601737
FBgn0004513	RAL	9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0	8;4;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;3;3	26.0	15.0	7.0	86.0	3L	Mdr65	3097	688	0.8999361090000001
FBgn0004513	ZI	33;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1	48;12;6;9;4;2;2;1;0;1;2;0;1;3;1;1;3;2;3;2	103.0	38.0	7.0	68.0	3L	Mdr65	3097	688	0.8999361090000001
FBgn0004514	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	3.0	10.0	20.0	3L	Oct-TyrR	1138	336	0.0
FBgn0004514	ZI	8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	8.0	13.0	29.0	3L	Oct-TyrR	1138	336	0.0
FBgn0004516	RAL	2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;4;1;2;1;0;0;1;1;0;0;0;1;0;1;0;0;1;1;1	25.0	3.0	1.0	10.0	3L	Gad1	1198	273	2.422904909
FBgn0004516	ZI	8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	31;5;4;2;2;1;1;0;0;1;0;0;0;0;1;1;0;0;1;2	52.0	8.0	1.0	9.0	3L	Gad1	1198	273	2.422904909
FBgn0004552	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	2.0	3.0	3L	Akh	154	38	2.838260037
FBgn0004552	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9.0	2.0	1.0	3.0	3L	Akh	154	38	2.838260037
FBgn0004554	RAL	7;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0	7.0	9.0	3.0	4.0	3R	Edg91	412	0	1.632212091
FBgn0004554	ZI	14;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0	12.0	17.0	3.0	4.0	3R	Edg91	412	0	1.632212091
FBgn0004556	RAL	15;1;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;2	14;1;1;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;2	24.0	22.0	18.0	25.0	3L	Dbp73D	1628	346	1.176839527
FBgn0004556	ZI	28;3;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0	16;8;2;1;0;1;0;2;1;0;1;1;0;0;0;0;1;0;1;0	35.0	36.0	20.0	27.0	3L	Dbp73D	1628	346	1.176839527
FBgn0004567	RAL	6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;3;2;2;1;0;0;0;3;2;0;3;0;0;0;0;0;1;0;1	29.0	7.0	41.0	21.0	2L	slp2	883	225	7.505604433999999
FBgn0004567	ZI	19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	21;12;8;2;1;1;2;1;0;0;0;1;0;0;0;1;0;0;0;1	51.0	21.0	38.0	18.0	2L	slp2	883	225	7.505604433999999
FBgn0004569	RAL	9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2	15.0	10.0	6.0	13.0	3L	aos	1061	220	3.322841018
FBgn0004569	ZI	20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1	18.0	21.0	6.0	11.0	3L	aos	1061	220	3.322841018
FBgn0004573	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	8;0;1;3;1;1;2;0;2;0;0;2;0;0;0;2;1;0;0;1	24.0	4.0	2.0	20.0	3R	5-HT7	1271	348	0.7616989759999999
FBgn0004573	ZI	12;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	38;4;0;2;0;1;0;0;1;0;1;1;2;0;0;0;1;0;2;1	54.0	15.0	1.0	18.0	3R	5-HT7	1271	348	0.7616989759999999
FBgn0004574	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0	12.0	0.0	169.0	32.0	3L	Rop	1411	303	2.838260037
FBgn0004574	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	22;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;4	35.0	2.0	169.0	27.0	3L	Rop	1411	303	2.838260037
FBgn0004575	RAL	13;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0	11;0;0;1;0;0;2;0;0;0;0;3;1;0;0;0;0;0;0;0	18.0	16.0	7.0	29.0	3R	Syn	0	0	0.21762827899999998
FBgn0004575	ZI	20;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1	26;6;2;0;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;2	41.0	23.0	7.0	28.0	3R	Syn	0	0	0.21762827899999998
FBgn0004577	RAL	6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;1;2;0;3;0;0;0;0;0;0;0;0;0;0;2;0;5;1;3	24.0	7.0	6.0	30.0	3R	Pxd	1313	341	0.7616989759999999
FBgn0004577	ZI	23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	26;5;1;3;2;1;1;1;1;0;1;1;1;0;0;1;2;3;3;2	55.0	25.0	5.0	26.0	3R	Pxd	1313	341	0.7616989759999999
FBgn0004580	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2	8.0	3.0	0.0	4.0	2R	Cbp53E	598	118	2.92853296
FBgn0004580	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0	14.0	0.0	0.0	4.0	2R	Cbp53E	598	118	2.92853296
FBgn0004581	RAL	7;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0	8;1;1;3;0;1;1;2;0;0;1;1;0;0;0;0;0;2;0;0	21.0	11.0	37.0	32.0	2R	bgcn	2933	528	1.8438911230000001
FBgn0004581	ZI	16;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1	25;4;4;2;0;1;0;4;0;0;1;0;0;0;0;0;1;0;0;2	44.0	20.0	35.0	29.0	2R	bgcn	2933	528	1.8438911230000001
FBgn0004583	RAL	7;1;0;0;2;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0	13;2;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;3	22.0	13.0	15.0	53.0	2L	ex	2750	763	0.234550139
FBgn0004583	ZI	30;4;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;2;0	35;9;0;1;1;1;0;0;0;2;0;0;0;0;1;1;2;0;1;0	54.0	41.0	12.0	54.0	2L	ex	2750	763	0.234550139
FBgn0004584	RAL	11;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0	8.0	16.0	29.0	25.0	2L	Rrp1	1737	352	0.938200554
FBgn0004584	ZI	40;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	21;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1	27.0	47.0	27.0	23.0	2L	Rrp1	1737	352	0.938200554
FBgn0004587	RAL	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0	6.0	2.0	0.0	14.0	3R	B52	642	218	0.544070697
FBgn0004587	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	18;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0	25.0	3.0	0.0	13.0	3R	B52	642	218	0.544070697
FBgn0004588	RAL	2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	5.0	5.0	1.0	3L	Eig71Ea	241	0	1.5229688
FBgn0004588	ZI	10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	12.0	5.0	1.0	3L	Eig71Ea	241	0	1.5229688
FBgn0004589	RAL	0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0	5.0	1.0	3.0	3.0	3L	Eig71Eb	182	36	1.5229688
FBgn0004589	ZI	5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0	7.0	6.0	3.0	3.0	3L	Eig71Eb	182	36	1.5229688
FBgn0004590	RAL	10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1	5.0	12.0	15.0	8.0	3L	Eig71Ec	363	127	1.5229688
FBgn0004590	ZI	12;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8.0	14.0	15.0	8.0	3L	Eig71Ec	363	127	1.5229688
FBgn0004591	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1	4.0	2.0	8.0	4.0	3L	Eig71Ed	188	48	1.5229688
FBgn0004591	ZI	5;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	6.0	7.0	8.0	5.0	3L	Eig71Ed	188	48	1.5229688
FBgn0004592	RAL	22;2;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;2;2	8;1;2;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;0;0	16.0	34.0	37.0	21.0	3L	Eig71Ee	1076	248	1.5229688
FBgn0004592	ZI	43;11;1;0;0;0;2;2;1;0;0;0;0;2;0;1;0;0;2;1	22;1;1;1;2;1;1;0;0;1;1;0;1;1;0;2;0;0;0;1	36.0	66.0	35.0	23.0	3L	Eig71Ee	1076	248	1.5229688
FBgn0004593	RAL	4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	2.0	5.0	2.0	4.0	3L	Eig71Ef	246	41	1.5229688
FBgn0004593	ZI	8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0	6.0	9.0	2.0	4.0	3L	Eig71Ef	246	41	1.5229688
FBgn0004594	RAL	1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0	0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	4.0	5.0	4.0	2.0	3L	Eig71Eg	188	45	1.5229688
FBgn0004594	ZI	1;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;1;0;1	5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1	10.0	7.0	3.0	1.0	3L	Eig71Eg	188	45	1.5229688
FBgn0004595	RAL	4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	5.0	88.0	42.0	3R	pros	3575	847	2.829167625
FBgn0004595	ZI	11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	26;4;2;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1	37.0	16.0	132.0	66.0	3R	pros	3575	847	2.829167625
FBgn0004597	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	3.0	14.0	3R	CycC	643	121	1.958654509
FBgn0004597	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	7.0	0.0	3.0	12.0	3R	CycC	643	121	1.958654509
FBgn0004598	RAL	7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12;3;2;2;1;2;0;0;1;0;1;1;3;2;1;0;1;0;2;0	34.0	9.0	23.0	27.0	X	Fur2	3264	774	2.712529095
FBgn0004598	ZI	43;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1	70;13;6;3;1;1;2;2;0;1;0;0;0;0;0;3;0;1;1;1	105.0	47.0	21.0	22.0	X	Fur2	3264	774	2.712529095
FBgn0004606	RAL	24;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0	12;3;2;2;0;1;0;0;1;0;2;0;0;2;0;1;0;2;2;3	33.0	31.0	9.0	20.0	3R	zfh1	2330	573	1.4145838119999998
FBgn0004606	ZI	49;2;2;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;2	45;3;2;2;3;2;1;4;1;0;0;0;3;1;1;1;0;0;4;2	75.0	60.0	10.0	21.0	3R	zfh1	2330	573	1.4145838119999998
FBgn0004611	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	13;1;1;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;2	22.0	2.0	11.0	38.0	2L	Plc21C	2516	619	0.234550139
